model,psi_percent,M0,M_psi,delta
random_forest,1,0.7002545454545455,0.6906545454545454,0.009600000000000053
random_forest,3,0.7002545454545455,0.6841454545454546,0.01610909090909085
random_forest,5,0.7002545454545455,0.6581818181818181,0.04207272727272737
random_forest,10,0.7002545454545455,0.6810545454545456,0.019199999999999884
